City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Patrocinio,BR,-18.9439,-46.9925,66.45,89,100,0.87,overcast clouds
699,Sur,OM,22.5667,59.5289,67.59,67,60,3.85,broken clouds
700,Bud,US,39.447,-86.1758,53.06,97,100,14.2,overcast clouds
701,Saint-Georges,GD,12.0564,-61.7485,74.88,88,20,0.0,few clouds
702,Manicore,BR,-5.8092,-61.3003,72.19,99,96,1.95,overcast clouds
703,Manta,EC,-0.95,-80.7333,78.58,78,75,8.05,broken clouds
704,Qui Nhon,VN,13.7667,109.2333,71.67,87,98,15.57,overcast clouds
705,Dzhebariki-Khaya,RU,62.2167,135.8,-48.39,94,100,1.48,overcast clouds
706,San Andres,CO,12.5847,-81.7006,78.82,73,20,12.66,few clouds
707,Namibe,AO,-15.1961,12.1522,73.99,77,98,4.36,overcast clouds
708,Tuatapere,NZ,-46.1333,167.6833,63.73,67,51,8.28,broken clouds
709,Cooma,AU,-36.2333,149.1333,86.36,25,3,3.91,clear sky
710,Sandomierz,PL,50.6827,21.749,36.79,92,98,12.28,overcast clouds
711,Amahai,ID,-3.3333,128.9167,86.0,66,97,4.41,overcast clouds
